Timestamp,Your ID/alias,What do you think happened is video?,What do you think happened in this video?,What do you think happened in this video? ,What do you think happened in this video? ,What do you think happened in this video?,What do you think happened in this video?
11/27/2018 8:48:33,SS,"An example of our automatic implicit ascribing of intentions, beliefs and desires in objects that show signs of perceptual animacy. The big triangle wanted  to go outside the box, but the little triangle did not. In the end the big triangle convinced the little to go outside. ","The triangles did not move in biological motions, and so I did not detect any animacy and therefore no ""story"" in this video.",The little triangle was following the bigger triangle without it noticing until the end. An example of our automatic ability to detect animacy and biological motion in objects that move in a human-like way.,"The objects did not move in a human-like way with biological motion, and therefore I could not ascribe any intentions, beliefs or desires to their movements.","The little triangle wanted to go outside, but the big triangle did not let it go outside.",
11/27/2018 9:47:07,HeyYA,"The blue triangle wants to meet one of its corners with one of the red triangle's corners. The red triangle is trying to be alone, leaves the box, comes back, tries to get the blue out, but they end up together outside the box.","The two triangles are independently moving horisontal - from left to right, and each time, they hit a wall, they turn a bit around, but continue their ""path"" from left to right and back again.","The blue triangle follows the red triangle, but the red one does not seem to want this, and every time, it turns around, the blue pretends that nothing had happened (as if it knows, that the red triangle does not want to be followed). In the end, the red gets enough and seems to scold the blue triangle, which then leaves.","The triangles independently move around, and each time they hit an edge, their direction changes, and the triangles themselves turn a bit as well.","The red triangle seems to put the blue triangle into the box, and will not let it out. The blue triangle wants to get out, tries to distract the red triangle, and in the end, it succeeds in leaving the box, while the red triangle seems confused, and like it did not notice how that happened, and where the blue triangle went.","The two triangles are moving independently around the box in the middle - in opposite directions. And each time an edge is hit, they change the direction, and turn a bit as well."
11/27/2018 15:41:26,2406,"A mother and her son is playing. At first, the mother takes the child by the hands and swings him around. Then she is struggling to get the child to leave the house, as he is afraid or doesn't wanna go. In the end, she succeeds, and he is rewarded with another swing. ","Two triangles are put into motion and bounce off the walls as they hit them. They never collide, but are constricted to their own area","A red triangle is walking around. A blue triangle is following the steps of the red triangle, but as the red triangle turns around because it can sense that it is being followed, the blue triangle looks away and acts innocent. ","A red and a blue triangle is put into motion and float around an area independently. They never collide even though they are close, but this seems to the result of chance rather than them deliberately avoiding each other","A mother is making her son go into their house, even though the child doesn't want to. At first he gets angry, but then he is sad and tries to talk to the mother, who is at first ignoring him. Then he goes to the corner, sad, and the mother goes to comfort him. He takes advantage of this and escapes the house, resulting in the mother going out to look for him in the streets","Two triangles are put into motion, bouncing off the walls and the obstacle in the middle. "
11/27/2018 17:44:52,Anna,"The two triangles danced, then the small triangle was afraid to go out and was pushed/helped outside by the big triangle.",The two triangles moved from side to side in the box.,"The big triangle was walking around, minding it's own business, when the small triangle came in, started following it the big triangle, mimicking it's motions/ mocking it maybe, and when ever the big triangle turned around the small triangle turned away and acted like nothing. At last the big triangle found out the small triangle was mocking it, there was a confrontation and the small triangle went away.",Small and big triangle moved around box in seemingly random patterns.,"Small triangle was tapped inside box by the big triangle, tried tickling the big triangle to get out, didn't really work, then tried distracting the triangle to make it move, that worked, and the small triangle escaped.",Big and small triangle moving around in seemingly random patterns.
11/27/2018 19:05:11,strawberry,It felt like there was a little baby triangle and a big parent triangle. First they were playing. Then the parent went out of the box but the little one did not want to follow. So the parent had to force it out of the square and then they played again.,The triangles were just moving from other side of the picture to the other. The little blue one was at the top and the bigger red one was at the bottom of the picture.,"The red triangle is moving slowly. Then the blue triangle comes and starts to follow the red one, but occasionally does something else. Lastly the blue triangle abandons the red one and runs out of the picture.","The triangles are moving in the picture. Every time they hit the wall, they change direction. ",The red triangle forces the blue one into the square and does not let it escape. The blue one manages to escape and disappears from the whole picture. The red one leaves the square as well.,"The triangles are moving around the picture. Every time they hit the edges or the square, they change the direction. "
11/28/2018 10:23:02,AQ,"The 2 triangles were saying goodbye, but really didn't want to","In this video, the triangles didn't 'act' independently, but were just items ","the blue triangle was following the red one, but was acting like it didn't, and at last the red one got pissy and the blue one ran away",they had no 'personality' - they jut moved randomly around,"they were fighting, but really confused, they wanted to be together some of the time, and were fighting the rest",no personality
11/28/2018 10:40:03,Britta nielsen,The two triangles were playing around. ,the two triangles were drifting around inside the ISS,the little triangle was gripping on to the bigger or simply just mimicking the bigger one until it grew irritated on the little so it had to escape,we're back at the space station,"either a really bad brake up, or the big triangle had had enough of the little's irritating behaviour so it deserved a beating",the triangles have been growing fond of the lack of gravity and now use it more to their own advantage
11/28/2018 10:47:03,anja220,The big and the small triangle like eachother. Then the big triangle kicks out the small one. Then they become friends again. ,Both triangles just move side to side and then slide out of the picture. ,The small triangle is following the big triangle which the big triangle notice a couple of times till the small one stops. ,Both triangles are moving in all directors and bouncing off from the four sides. ,The big triangle is keeping the small triangle a hostage untill the small triangle escapes. ,The two triangles are bouncing randomly to the sides and against the walls of the house in the middle. 
11/28/2018 10:54:01,au610522,"A mother and a child playing, the mother tries to go outside (a place where the child haven't been before) and forces the child to go out but it ends up seeing that is not dangerous, and then they play again","I do not know, looks like a ping pong game of some sort","A child following an adult, but the adult think it is anoying ",I don't know,"The big triangel tries to lock the small one up, the small one is scared and trying to get out. The small one lures the large on inside and then runs out ",The triangels bounses around a squar
11/28/2018 10:57:08,Agent 47,There was a child triangle and a parent triangle playing in a house. At some point the parent triangle wants to go outside but the child triangle is reluctant to go so the parent triangle goes inside the house to fetch the child triangle. The child triangle realises that the outside isn't too bad and the two triangles proceed to play outside.,There was a small blue triangle and a bigger red triangle enclosed by a square. In the middle there was an open square. The two triangles were going from left to right and each time the hit the outer square the would turn by x degrees. The red triangle would turn to the right and the blue would turn to the left. ,There was a red big brother triangle that was doing a dance. Then a blue little brother triangle saw his big brother dancing which made the little brother excited. The little brother joins by dancing behind the big brother without him noticing but while dancing the big brother feels like he is being imitated and turns around to see if anyone is there but the little brother always manages to pretend like he didn't imitate his brother. That is until the big brother stops dead in tracks and the little brother bumps into him. The big brother gets angry and the little brother is scared and runs away from his big brother. They argue for a bit until the little brother makes a run for it leaving an angry brother behind.,A big red and a small blue triangle bump enclosed by a square bump around randomly while rotating irregularly when hitting walls,"A blue child triangle wants to run away but is stopped by a red parent triangle. The child triangle is put inside a house and the parent triangle is guarding the exit. The child triangle rushes into the parent triangle a few time but to no avail.  
The child triangle goes into the corner and devises a plan. It stomps its way up to the parent triangle and argues a bit with the parent triangle before trying to find a way out which angers the parent triangle which pushes the child triangle back inside. The child triangle goes into a corner and starts crying. The parent triangle notices and goes to comfort the child triangle but while doing so the child triangle makes its escape. The now angry parent triangle runs outside and tries to locate the child triangle by looking in every direction.",There was a small blue triangle and a bigger red triangle enclosed by a square. In the middle there was an open square. The two triangles bump around randomly while rotating irregularly when hitting walls
11/28/2018 11:51:18,den roede baron,The mother triangle taught the scared child triangle to exit the square,No clue,"Copying/parroting/mimicking, one following the other","Red moving clockwise everytime it hit a surface, and counterclockwise for the black one",red triangle locking the black triangle in,"Both triangles followed the law of inertia, not being stopped by hitting a wall"
11/28/2018 11:53:29,J12,The bigger red triangle tried to push the blue triangle out of the house bordered by a blue line.,"Should I assume that both triangles can have a purpose, they tried to get to the house bordered by a blue line but failed","The blue triangle was spying the red one, every time the red one turned back the blue one hided but in the end the blue one crashed into red one, he noticed him, got angry, hence blue one had to escape.",Both triangles are bouncing against the walls along the sides while avoiding a collapse with the other one.,"The red triangle pushed the blue one into the house bordered by blue line and tried to keep the blue one inside, however the blue one lured the red one into the house and eventually escaped","Both triangles were moving around house, centered in the middle, bouncing against the house and the walls along the borders sides, each in opposite direction."
11/28/2018 12:03:08,Harry Potter,"The triangles are having fun together inside the box, but when the large triangle wants to leave, the little triangle tries to hold the large triangle inside the box; it doesn't want to to go. The large triangle tries to push the small triangle out of the box. When it succeeds, the triangles have fun together outside the box.",The triangles are randomly thrown back and forth,"The large triangle is just walking around minding it's own business. Then the small triangle comes in and follows the large one, imitating it behind it's back - and having a lot of fun doing so. Every time the large triangle turns around, the small triangle plays it cool, so it's not found out. ",The triangles are randomly thrown around on the screen,"The large triangle traps the small one in the box. The small triangle is sad to be in the box, so in order to escape, it tickles the large triangle so it no longer can focus on keeping the box shut. The small triangle escapes, leaving the large one confused.","The triangles are randomly moving around in the field, changing direction when they bump into lines."
11/28/2018 14:57:14,prik,"The triangles were playing, and then the big triangle pushed the little triangle outside to play. ",They were being pushed around like two objects in a box. ,The little triangle mimicked the big one. It looked like it was bending its knees(if it had knees) and standing up again. In the end the little triangle rand away as the big one saw what it was doing. ,they were being pushed around randomly or maybe more like floating. ,"The big triangle dragged the little triangle into the box and then blocked the  ""door"". Then the little triangle distracted the big one and ran out the door. ",The triangles were just bouncing around randomly in the square. 
11/28/2018 16:01:25,Atwood,"It seemed as though the ""mother triangle""/the larger triangle wanted to coerce the smaller triangle out of the box. At first it doesn't work, and the smaller triangle tries holding the larger back, but the larger triangle then forces the smaller triangle out and blocks the entrance back.",It seems as though both triangles are bouncing back and forth between the outer edges of the animation.,"It seems as though the smaller triangle is mimicking and following the larger triangle. Each time the larger triangle turns around, the smaller triangle tries to look catual. At last the smaller triangle is found out, chided and disappears from the frame.","The two triangles are moving between the confinements of a square. When colliding with the boundaries, the triangles change orientation and trajectory.","The smaller triangle is trapped within the square by the larger triangle. The smaller triangle tries forcing its way out, but ends up caressing the larger triangle, inviting its trust, and hurries out, when the larger triangle is tricked into entering the square itself.","The two triangles are randomly bouncing between their confinements: the outer square, and the inner, open box."
11/28/2018 18:08:45,104,The triangles were happy together. The small triangle was very attached to the big triangle and afraid of going outside the box. The big triangle got the small triangle outside and they were happy there. ,The two triangles were just bouncing from one side to the other without any control. The big triangle was a bit faster than the small one,The big triangle is minding its own business going in circles and the small one imitates it. When the big triangle looks the small triangle stops and pretends nothing happened. In the end the big triangle catches the small one in the act and reacts which makes the small triangle flee. ,"The triangles are floating around, bouncing off the sides without control kind of like a dvd pause screen. In the end they go beyond the sides",The big triangle traps the small triangle in the box and the small triangle wants to get out. It tries in different ways: first by force but then it decides to pretend to be sad to make the big triangle come to comfort it and then it escapes. ,"The triangles are just floating around, bouncing off the sides and the box in the middle without control"
11/28/2018 18:39:01,Patient HM,"The big triangle constitutes the mother while the small triangle constitutes the child. In the video, the mother and child are at first in a room where they play and are having a good time. The mother then tries to leave the room without the baby, but the baby gets scared. Then the mother encourages and nudges the baby out of the room. The baby resist initially but soon goes outside. The two seem happy in the end. ",The video depicts some oldschool video game that has glitched.,"The small triangle follows the big triangle closely – to the great frustration of the big triangle. After getting caught three times, the small triangle gets threatened by the big triangle whereafter it flees the scene.",This depicts a new concept of a Windows screen saver,The big triangle forces the small triangle into the room and blocks the exit. The small triangle tries to escape by tickling the big triangle but this ultimately fails. It then manages to escape by luring the big triangle into the corner of the room and quickly exitting the door.,This represents the systematic but meaningless drifting through life that we all participate in.
11/28/2018 18:43:08,Christ,"The red triangle acted like a sort of dominating or controlling figure trying to get the black triangle to leave the safe space of the square multiple times, until it finally succeeded by forcing it out.",The two triangles bounce around the space randomly and completely independent of each other. There is no 'relationship' between the two figures.,"The red triangle was minding it's own business randomly walking about the space, when the smaller triangle appeared and started mimicking the movements of the red triangle, ending in great frustration and the great escape of the smaller triangle","The triangles have no form of interaction, and seems to randomly bounce around the squared space. They appear as merely figures in a game or an illustration.",There appears to be some sort of struggle between the red larger triangle and smaller black triangle. The red triangle locks up the smaller black triangle that after a couple of tries manages to escape.,"The triangles move in a constant pattern around the square shape in the middle, and seem to be quite independent of each other, except it's almost as they avoid each other when getting very close."
11/28/2018 19:28:02,1506,A small and a big triangle are playing around with each other. They play games like rotating around each other and by pushing and dragging each other around.,The triangles are floating from side to side. It appeared that the big triangle was adjusting position and speed in order to align with the small triangle in the beginning. The small triangle however is oblivious to this and just turns as it pleases.,The small triangle is following the big triangle and every time the big triangle turns around the small triangle acts as if nothing is happening. This happens two times where the big triangle just seems to ignore it and keeps going. However when the big triangle stops and the small one accidentally bumps into it the big triangle becomes mad. ,The triangles are bouncing on all of the edges and passing by each other multiple times. The don't however bump in to each other at any point.,The small triangle is put in some sort of detention by the big triangle and the big triangle is blocking the exit. The small triangle tries to get out but fails at first attempt. At second attempt it lures the big triangle in and pretends to be sad. When the big triangle tries to comfort the small triangle it rapidly sneaks out and the big triangle is left confused about where the small triangle went.,The two triangles are again bouncing of the edges (this time on both the outer square and the added open square). Again they cross paths but never bump into each other.
11/28/2018 22:34:57,Pretzel,"THere are two triangles inside a box. They spin around. The big triangle goes outside the box, while the small triangle stays inside. The big triangle enters the box again. The two triangles move around for a while. They both go outside the box and spin around. ",Two triangles move back and forth on a screen. They change their angle when they hit the rim of the screen. ,"A red triangle moves round the screen, shrinking and becomming bigger again in a steady rhytm. Then, a smaller triangle appears. It follows the same pattern as the big one. Every once in a while, the triangle stop the pattern and turn around. The animation ends when the small triangle goes off the screen. ","Two triangles move around the screen in straight lines. When they hit the edge of the screen, they change movement direction and angle. ","A small triangle enters a box through a hole. It moves towards the hole to exit the box, but the big triangle blocks the way. The big triangle enters the box, and the small triangle goes off screen.","Two triangles move around the screen. There is a box in the middle of the screen. Whenever the triangles hit the edge of the screen or the box, they change their direction of movement and angle. "
11/28/2018 22:43:41,Nanna,"The little triangle was afraid to go outside the square, so the big triangle helped it",The two triangles floated around and hit the walls,The small triangle imitated the big triangle and got scared when the big triangle discovered it,The triangles are floating around,"The big triangle is holding the small triangle captive, but the small triangle tricks the big triangle by seducing it",The triangles are floating around
11/28/2018 23:15:24,MJ,The big triangle (BT) (mother) wanted to show the small triangle (ST) (child) what is outside of the box (their home). At first the ST is afraid the room outside the box (the big wide world) but with some help and encouragement from BT it finally gets out and they end up spinning around (in happiness).,"The big and the small triangles are bouncing from one side of the screen to the other spinning around themselves. The small triangle seems to be stuck in the top of the picture, and the big triangle in the bottom of the picture. It looks as though they are looking for each other but are separated by a barrier.","The big triangle is followed by the small triangle, but each time the big triangle turns around, the small triangle looks away as though it doesn't want to be discovered. The big triangle eventually confronts the small triangle who then runs away quickly.","Two triangles (one big, one small) float around within a square, changing course every time they pit the walls. It looks as though the floating is unintentional and even though they are close to hitting each other, it never happens. ","The big triangle (BT) (mother) puts the small triangle (ST) (child) into a smaller square (ST's room) and block the door. ST tries to find a way out, but unsuccessfully. ST then talks to BT in the door, and BT pushes ST back in and starts arguing/yelling at ST. ST goes to the corner and starts crying, and when BT comes to comfort ST, ST runs way quickly. BT runs after and spins around itself trying to decide which way to look for ST. ","A big triangle and a small triangle are floating around in a squared room with a smaller squared room in the middle. Each time they hit one of the eight walls, they change direction but surprisingly never hit each other, even though they are close some times. "
11/29/2018 3:47:12,Queen,The big red triangle was sort of transporting the little blue triangle and then in the end the big red triangle got rid of the little blue one,"The triangles tried to get inside the box but couldn't because when they hit the edge of the big box, it adjusted them to a different direction","the little blue triangle was following the big red triangle, but the big red triangle did not want to be followed so it scared the little blue triangle off and it ran away ",the triangles were just floating in space and they never met,The big red triangle tried to lock the little blue triangle into the small box but the little blue triangle wanted to get out so it tricked the big red triangle into letting it out and then escaped,"
the triangles were floating in space, sort of ""discovering' their sorroundings but always bumped into the small box from the outside but never actually managed to get inside it"
11/29/2018 10:15:20,PSGslogLiverpool,"The big triangle wanted to learn the small triangle that outside the box, there was nothing to be afraid of. Probably a father-son relationship.",Just random triangles bouncing around and changing positions,The small triangle mirroring the large triangles movements and trying not to get caught. The small triangle is probably teasing the larger one. Maybe a sibling-kind og relationship,Triangles randomly bouncing around. There is no personalities in these animate objects. ,The small triangle was punished by the larger one. Perhaps for having done something stupid. And then the small triangle runs away and that stirs up the larger one. ,Random triangles bouncing around. :-)
11/29/2018 11:41:59,ks,"A parent and child (maybe birds) playing together. The parent encourages the child to step outside the square, which it does in the end.","Some sort of game is happening, where they run from side to side","The small one is secretly following the big one, but turns around and acts guilty when the big one turns around. ",Both of them are running independently around ,"The big one is trying to keep the small one in the cage. The small one gets sad, and when the big one tries to comfort the small one, it escapes. ",Both of them are running around with no concern of the other one
